Part Number▲▼;Product Image;Voltage▲▼;Capacitance▲▼;Dielectric▲▼;Lead Spacing(mm/inch)▲▼;Lead Style▲▼;Packaging▲▼;Image path
TB020080BP12138BG1;Enlarge;8000;120;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020080BP16138BG1;Enlarge;8000;160;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020080BP20138BH1;Enlarge;8000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020080BP25138BH1;Enlarge;8000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020080BP30138BH1;Enlarge;8000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020080BP40038BF1;Enlarge;8000;40;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020080BP40138BJ1;Enlarge;8000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020080BP50138BJ1;Enlarge;8000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020080BP60038BF1;Enlarge;8000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020080BP60138BJ1;Enlarge;8000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020080BP80038BG1;Enlarge;8000;80;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020080VY12238BJ1;Enlarge;7000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB030090BH10138BG1;Enlarge;10000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB030090BH10238BJ1;Enlarge;10000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB030090BH12138BG1;Enlarge;10000;120;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB030090BH16138BG1;Enlarge;10000;160;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB030090BH20138BH1;Enlarge;10000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB030090BH25136BH1;Enlarge;10000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB030090BH25138BH1;Enlarge;10000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB030090BH30138BH1;Enlarge;10000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB030090BH40138BH1;Enlarge;10000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB030090BH50038BF1;Enlarge;10000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB030090BH50138BJ1;Enlarge;10000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB030090BH60038BF1;Enlarge;10000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB030090BH60138BJ1;Enlarge;10000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB030090BH80038BF1;Enlarge;10000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB030090BH80138BJ1;Enlarge;10000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB030090WC12238BJ1;Enlarge;9000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB030090WC16238BJ1;Enlarge;9000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB045090BH10138BF1;Enlarge;10000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045090BH10238BH1;Enlarge;10000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB045090BH10238BJ1;Enlarge;10000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045090BH16138BF1;Enlarge;10000;160;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045090BH16238BJ1;Enlarge;10000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045090BH20138BG1;Enlarge;10000;200;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045090BH25136BG1;Enlarge;10000;250;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB045090BH30138BG1;Enlarge;10000;300;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045090BH40138BH1;Enlarge;10000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045090BH50138BH1;Enlarge;10000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB045090BH60038BF1;Enlarge;10000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045090BH60138BH1;Enlarge;10000;600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045090BH80038BF1;Enlarge;10000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045090BH80138BJ1;Enlarge;10000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045090WC25238BJ1;Enlarge;9000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045120BH16238BJ1;Enlarge;10000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045120WE16138BF1;Enlarge;11000;160;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045120WE50138BH1;Enlarge;11000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045120WF10138BF1;Enlarge;12000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045120WF80038BF1;Enlarge;12000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045120WH10236BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB045120WH25138BH1;Enlarge;13000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045120WH30138BH1;Enlarge;13000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045120WH40138BH1;Enlarge;13000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045120WH50038BF1;Enlarge;13000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045120WH60038BF1;Enlarge;13000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045120WH60138BJ1;Enlarge;13000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045120WH80138BJ1;Enlarge;13000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045150WE50238BK1;Enlarge;11000;5000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045150WF20238BJ1;Enlarge;12000;2000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045150WH10236BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TB045150WH16238BJ1;Enlarge;13000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045150WH40138BH1;Enlarge;13000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045150WH50138BH1;Enlarge;13000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045150WH60138BH1;Enlarge;13000;600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045150WJ10138BF1;Enlarge;14000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045150WJ20138BG1;Enlarge;14000;200;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045150WJ30138BH1;Enlarge;14000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045150WJ30238BK1;Enlarge;14000;3000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045150WJ40238BK1;Enlarge;14000;4000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045150WJ60038BF1;Enlarge;14000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045150WJ80038BF1;Enlarge;14000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TB045150WJ80138BJ1;Enlarge;14000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC020030BF10136BH1;Enlarge;6000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020030BF30138BJ1;Enlarge;6000;300;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020030BF40138BJ1;Enlarge;6000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020030BP10036BF1;Enlarge;8000;10;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020030BP10038BF1;Enlarge;8000;10;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020030BP12136BJ1;Enlarge;8000;120;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020030BP16036BF1;Enlarge;8000;16;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020030BP16138BJ1;Enlarge;8000;160;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020030BP20036BF1;Enlarge;8000;20;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020030BP20038BF1;Enlarge;8000;20;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020030BP25038BG1;Enlarge;8000;25;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020030BP40038BG1;Enlarge;8000;40;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020030BP50038BH1;Enlarge;8000;50;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020030BP60038BH1;Enlarge;8000;60;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020030VY20138BJ1;Enlarge;7000;200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020030VY25138BJ1;Enlarge;7000;250;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020030VY80036BH1;Enlarge;7000;80;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020050BP10138BH1;Enlarge;8000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020050BP16136BH1;Enlarge;8000;160;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020050BP20038BF1;Enlarge;8000;20;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020050BP25036BF1;Enlarge;8000;25;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020050BP25133BJ1;Enlarge;8000;250;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020050BP25136BJ1;Enlarge;8000;250;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020050BP25138BJ1;Enlarge;8000;250;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020050BP30136BJ1;Enlarge;8000;300;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020050BP40038BG1;Enlarge;8000;40;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020050BP40138BJ1;Enlarge;8000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020050BP50036BG1;Enlarge;8000;50;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020050BP50138BJ1;Enlarge;8000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020050BP60036BG1;Enlarge;8000;60;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020050BP80038BG1;Enlarge;8000;80;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020050VY20136BH1;Enlarge;7000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020050VY60138BJ1;Enlarge;7000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080BP10136BG1;Enlarge;8000;100;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080BP10138BG1;Enlarge;8000;100;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080BP10236BJ1;Enlarge;8000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080BP10238BJ1;Enlarge;8000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080BP12138BG1;Enlarge;8000;120;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080BP16136BG1;Enlarge;8000;160;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080BP20136BH1;Enlarge;8000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080BP25136BH1;Enlarge;8000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080BP30138BH1;Enlarge;8000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080BP40036BF1;Enlarge;8000;40;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080BP40136BJ1;Enlarge;8000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080BP40138BJ1;Enlarge;8000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080BP50138BJ1;Enlarge;8000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080BP60036BF1;Enlarge;8000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080BP60136BJ1;Enlarge;8000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080BP80038BG1;Enlarge;8000;80;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080BP80136BJ1;Enlarge;8000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080VY12236BJ1;Enlarge;7000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC020080VY12238BJ1;Enlarge;7000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TC030090BH10136BG1;Enlarge;10000;100;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090BH10138BG1;Enlarge;10000;100;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090BH10236BJ1;Enlarge;10000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090BH10238BJ1;Enlarge;10000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090BH12138BG1;Enlarge;10000;120;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090BH16136BG1;Enlarge;10000;160;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090BH16138BG1;Enlarge;10000;160;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090BH20138BH1;Enlarge;10000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090BH25138BH1;Enlarge;10000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090BH30138BH1;Enlarge;10000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090BH40138BH1;Enlarge;10000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090BH50038BF1;Enlarge;10000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090BH50138BJ1;Enlarge;10000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090BH60038BF1;Enlarge;10000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090BH60138BJ1;Enlarge;10000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090BH80038BF1;Enlarge;10000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090BH80138BJ1;Enlarge;10000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090WC12238BJ1;Enlarge;9000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC030090WC16238BJ1;Enlarge;9000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC045090BH10136BF1;Enlarge;10000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC045090BH10236BJ1;Enlarge;10000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC045090BH10238BJ1;Enlarge;10000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC045090BH16136BF1;Enlarge;10000;160;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045090BH16138BF1;Enlarge;10000;160;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045090BH16236BJ1;Enlarge;10000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TC045090BH16238BJ1;Enlarge;10000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045090BH20138BG1;Enlarge;10000;200;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045090BH25136BG1;Enlarge;10000;250;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045090BH25138BG1;Enlarge;10000;250;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045090BH30138BG1;Enlarge;10000;300;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045090BH40136BH1;Enlarge;10000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045090BH40138BH1;Enlarge;10000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045090BH50138BH1;Enlarge;10000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045090BH60038BF1;Enlarge;10000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045090BH60138BH1;Enlarge;10000;600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045090BH80038BF1;Enlarge;10000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045090BH80138BH1;Enlarge;10000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045090BH80138BJ1;Enlarge;10000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045090WC25236BJ1;Enlarge;9000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045090WC25238BJ1;Enlarge;9000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045120BH16238BJ1;Enlarge;10000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045120WE16138BF1;Enlarge;11000;160;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045120WE50138BH1;Enlarge;11000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045120WF10138BF1;Enlarge;12000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045120WF80038BF1;Enlarge;12000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045120WH10238BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045120WH25138BH1;Enlarge;13000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045120WH30138BH1;Enlarge;13000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045120WH40138BH1;Enlarge;13000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045120WH50038BF1;Enlarge;13000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045120WH60038BF1;Enlarge;13000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045120WH60138BJ1;Enlarge;13000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045120WH80138BJ1;Enlarge;13000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045150WE50238BK1;Enlarge;11000;5000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045150WF20238BJ1;Enlarge;12000;2000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045150WH10236BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045150WH10238BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045150WH16238BJ1;Enlarge;13000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045150WH40138BH1;Enlarge;13000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045150WH50136BH1;Enlarge;13000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045150WH60133BH1;Enlarge;13000;600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045150WJ10133BF1;Enlarge;14000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045150WJ20138BG1;Enlarge;14000;200;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045150WJ30133BH1;Enlarge;14000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045150WJ30238BK1;Enlarge;14000;3000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045150WJ40236BK1;Enlarge;14000;4000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045150WJ40238BK1;Enlarge;14000;4000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045150WJ60038BF1;Enlarge;14000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045150WJ80038BF1;Enlarge;14000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TC045150WJ80136BJ1;Enlarge;14000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD020030BF10138BH1;Enlarge;6000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020030BF30138BJ1;Enlarge;6000;300;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020030BF40138BJ1;Enlarge;6000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020030BP10038BF1;Enlarge;8000;10;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020030BP12138BJ1;Enlarge;8000;120;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020030BP16038BF1;Enlarge;8000;16;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020030BP16138BJ1;Enlarge;8000;160;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020030BP20038BF1;Enlarge;8000;20;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020030BP25036BG1;Enlarge;8000;25;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020030BP25038BG1;Enlarge;8000;25;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020030BP40038BG1;Enlarge;8000;40;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020030BP50038BH1;Enlarge;8000;50;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020030BP60038BH1;Enlarge;8000;60;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020030VY20138BJ1;Enlarge;7000;200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020030VY25138BJ1;Enlarge;7000;250;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020030VY80038BH1;Enlarge;7000;80;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP10136BH1;Enlarge;8000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP10138BH1;Enlarge;8000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP16138BH1;Enlarge;8000;160;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP20038BF1;Enlarge;8000;20;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP25038BF1;Enlarge;8000;25;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP25138BJ1;Enlarge;8000;250;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP30033BF1;Enlarge;8000;30;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP30036BF1;Enlarge;8000;30;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
