Part Number▲▼,Product Image,Package▲▼,Dimensions(mm)▲▼,Carrier Frequency(kHz)▲▼,AGC▲▼,Transmission DistanceTyp.(m)▲▼,Detection Threshold /Sensitivity Typ.▲▼,Half ViewingAngle(°)▲▼,Supply CurrentTyp.(mA)▲▼,Pinning▲▼,Recommended for RemoteControl Code▲▼,Application▲▼,Mounting▲▼,Image path
TSOP93330,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82840.png
TSOP93330DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82883.png
TSOP93330P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82873.png
TSOP93330P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82878.png
TSOP93333,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82840.png
TSOP93333DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82883.png
TSOP93333P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82873.png
TSOP93333P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82878.png
TSOP93336,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RCMM,Remote control,Leaded,image/ir-receiver-modules/82840.png
TSOP93336,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",MCIR,Remote control,Leaded,image/ir-receiver-modules/82840.png
TSOP93336DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RCMM,Remote control,SMD,image/ir-receiver-modules/82883.png
TSOP93336DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",MCIR,Remote control,SMD,image/ir-receiver-modules/82883.png
TSOP93336P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RCMM,Remote control,Leaded,image/ir-receiver-modules/82873.png
TSOP93336P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",MCIR,Remote control,Leaded,image/ir-receiver-modules/82873.png
TSOP93336P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RCMM,Remote control,Leaded,image/ir-receiver-modules/82878.png
TSOP93336P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",MCIR,Remote control,Leaded,image/ir-receiver-modules/82878.png
TSOP93338,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RECS-80 Code,Remote control,Leaded,image/ir-receiver-modules/82840.png
TSOP93338,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS","XMP-1, XMP-2",Remote control,Leaded,image/ir-receiver-modules/82840.png
TSOP93338DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RECS-80 Code,Remote control,SMD,image/ir-receiver-modules/82883.png
TSOP93338DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS","XMP-1, XMP-2",Remote control,SMD,image/ir-receiver-modules/82883.png
TSOP93338P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RECS-80 Code,Remote control,Leaded,image/ir-receiver-modules/82873.png
TSOP93338P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS","XMP-1, XMP-2",Remote control,Leaded,image/ir-receiver-modules/82873.png
TSOP93338P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RECS-80 Code,Remote control,Leaded,image/ir-receiver-modules/82878.png
TSOP93338P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS","XMP-1, XMP-2",Remote control,Leaded,image/ir-receiver-modules/82878.png
TSOP93340,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82840.png
TSOP93340DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82883.png
TSOP93340P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82873.png
TSOP93340P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82878.png
TSOP93356,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82840.png
TSOP93356DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82883.png
TSOP93356P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82873.png
TSOP93356P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC3,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82878.png
TSOP93430,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82841.png
TSOP93430DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82884.png
TSOP93430P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82874.png
TSOP93430P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82879.png
TSOP93433,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82841.png
TSOP93433DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82884.png
TSOP93433P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82874.png
TSOP93433P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82879.png
TSOP93436,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",MCIR,Remote control,Leaded,image/ir-receiver-modules/82841.png
TSOP93436,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RC-6,Remote control,Leaded,image/ir-receiver-modules/82841.png
TSOP93436DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",MCIR,Remote control,SMD,image/ir-receiver-modules/82884.png
TSOP93436DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RC-6,Remote control,SMD,image/ir-receiver-modules/82884.png
TSOP93436P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",MCIR,Remote control,Leaded,image/ir-receiver-modules/82874.png
TSOP93436P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RC-6,Remote control,Leaded,image/ir-receiver-modules/82874.png
TSOP93436P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",MCIR,Remote control,Leaded,image/ir-receiver-modules/82879.png
TSOP93436P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RC-6,Remote control,Leaded,image/ir-receiver-modules/82879.png
TSOP93438,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Sejin 4PPM,Remote control,Leaded,image/ir-receiver-modules/82841.png
TSOP93438DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Sejin 4PPM,Remote control,SMD,image/ir-receiver-modules/82884.png
TSOP93438P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Sejin 4PPM,Remote control,Leaded,image/ir-receiver-modules/82874.png
TSOP93438P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Sejin 4PPM,Remote control,Leaded,image/ir-receiver-modules/82879.png
TSOP93440,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82841.png
TSOP93440DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82884.png
TSOP93440P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82874.png
TSOP93440P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82879.png
TSOP93456,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RCA,Remote control,Leaded,image/ir-receiver-modules/82841.png
TSOP93456,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",r-step,Remote control,Leaded,image/ir-receiver-modules/82841.png
TSOP93456DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RCA,Remote control,SMD,image/ir-receiver-modules/82884.png
TSOP93456DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",r-step,Remote control,SMD,image/ir-receiver-modules/82884.png
TSOP93456P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RCA,Remote control,Leaded,image/ir-receiver-modules/82874.png
TSOP93456P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",r-step,Remote control,Leaded,image/ir-receiver-modules/82874.png
TSOP93456P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RCA,Remote control,Leaded,image/ir-receiver-modules/82879.png
TSOP93456P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC4,30,0.08,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",r-step,Remote control,Leaded,image/ir-receiver-modules/82879.png
TSOP93530,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82840.png
TSOP93530DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82883.png
TSOP93530P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82873.png
TSOP93530P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82878.png
TSOP93533,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82840.png
TSOP93533DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82883.png
TSOP93533P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82873.png
TSOP93533P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82878.png
TSOP93536,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82840.png
TSOP93536DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82883.png
TSOP93536P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82873.png
TSOP93536P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82878.png
TSOP93538,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82840.png
TSOP93538DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82883.png
TSOP93538P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82873.png
TSOP93538P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82878.png
TSOP93540,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82840.png
TSOP93540DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82883.png
TSOP93540P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82873.png
TSOP93540P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82878.png
TSOP93556,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",r-map,Remote control,Leaded,image/ir-receiver-modules/82840.png
TSOP93556DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",r-map,Remote control,SMD,image/ir-receiver-modules/82883.png
TSOP93556P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",r-map,Remote control,Leaded,image/ir-receiver-modules/82873.png
TSOP93556P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC5,28,0.12,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",r-map,Remote control,Leaded,image/ir-receiver-modules/82878.png
TSOP93630,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82842.png
TSOP93630DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82885.png
TSOP93630P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82875.png
TSOP93630P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82880.png
TSOP93633,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82842.png
TSOP93633DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82885.png
TSOP93633P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82875.png
TSOP93633P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82880.png
TSOP93636,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Panasonic,Remote control,Leaded,image/ir-receiver-modules/82842.png
TSOP93636,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RC-5,Remote control,Leaded,image/ir-receiver-modules/82842.png
TSOP93636DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Panasonic,Remote control,SMD,image/ir-receiver-modules/82885.png
TSOP93636DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RC-5,Remote control,SMD,image/ir-receiver-modules/82885.png
TSOP93636P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Panasonic,Remote control,Leaded,image/ir-receiver-modules/82875.png
TSOP93636P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RC-5,Remote control,Leaded,image/ir-receiver-modules/82875.png
TSOP93636P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Panasonic,Remote control,Leaded,image/ir-receiver-modules/82880.png
TSOP93636P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",RC-5,Remote control,Leaded,image/ir-receiver-modules/82880.png
TSOP93638,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Mitsubishi,Remote control,Leaded,image/ir-receiver-modules/82842.png
TSOP93638,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",NEC,Remote control,Leaded,image/ir-receiver-modules/82842.png
TSOP93638,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Sharp,Remote control,Leaded,image/ir-receiver-modules/82842.png
TSOP93638DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Mitsubishi,Remote control,SMD,image/ir-receiver-modules/82885.png
TSOP93638DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",NEC,Remote control,SMD,image/ir-receiver-modules/82885.png
TSOP93638DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Sharp,Remote control,SMD,image/ir-receiver-modules/82885.png
TSOP93638P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Mitsubishi,Remote control,Leaded,image/ir-receiver-modules/82875.png
TSOP93638P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",NEC,Remote control,Leaded,image/ir-receiver-modules/82875.png
TSOP93638P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Sharp,Remote control,Leaded,image/ir-receiver-modules/82875.png
TSOP93638P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Mitsubishi,Remote control,Leaded,image/ir-receiver-modules/82880.png
TSOP93638P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",NEC,Remote control,Leaded,image/ir-receiver-modules/82880.png
TSOP93638P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",Sharp,Remote control,Leaded,image/ir-receiver-modules/82880.png
TSOP93640,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82842.png
TSOP93640DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,SMD,image/ir-receiver-modules/82885.png
TSOP93640P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82875.png
TSOP93640P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC6,32,0.07,± 45,0.37,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82880.png
